brand,size,price,query,image,link
Edikted,S,$12.00,cargo pants,https://media-photos.depop.com/b1/38387029/3681154068_503a9c0f204f43d1af37901ad9010fd9/P0.jpg,https://www.depop.com/products/addilyns1losett-edikted-black-cargo-sweatpants-size-b1d8/
Forever 21,M,$5.00,cargo pants,https://media-photos.depop.com/r1/53429415/3655559034_f948b83e47114f96b90dfbab554cc66d/P0.jpg,https://www.depop.com/products/buld8kcarbonara12345-black-forever-21-baggy-cargo-4237/
Garage,S,$15.00,cargo pants,https://media-photos.depop.com/b1/48882495/3688680257_ebe4c4e1a9af48939af7643ed4042f7e/P0.jpg,https://www.depop.com/products/gabhydech6-garage-black-oversized-cargo-sweatpants-050d/
Old Navy,S,$6.00,cargo pants,https://media-photos.depop.com/b1/380485118/3688593916_706ba9f03ae844098f3b478564503aff/P0.jpg,https://www.depop.com/products/launal0ves2thrigtt-dark-grey-wide-leg-cargo-fd2a/
Nike,"30""",$20.00,cargo pants,https://media-photos.depop.com/b1/35508095/3691654574_07d9a9addb5542e3bc3218d1482fe4da/P0.jpg,https://www.depop.com/products/burn1rstreet-vintage-y2k-black-loose-fit-74c9/
Garage,M,$22.00,cargo pants,https://media-photos.depop.com/b1/22332317/3688861801_52288a1c46a34519b56d2a5c7a85cd25/P0.jpg,https://www.depop.com/products/josieavexy-garage-grey-cargo-sweatpants-size-63c2/
Other,XS,$7.00,cargo pants,https://media-photos.depop.com/b1/52102019/3693909169_9725b756f7ee4684abcbc850f59f1ead/P0.jpg,https://www.depop.com/products/lila__brfoke-black-track-pants-with-white-a11d/
Garage,M,$10.00,cargo pants,https://media-photos.depop.com/b1/23149481/3676688595_a5f33cf99bf64408b414f4d3fba1d84e/P0.jpg,https://www.depop.com/products/tiqnna1445-garage-light-purple-cargo-sweatpants-8e67/
Pro Club,S,$15.00,cargo pants,https://media-photos.depop.com/b1/464088427/3639800114_3d5e478e15ff403faafbbe41d72e36b2/P0.jpg,https://www.depop.com/products/cs_jwno-pro-club-black-cargo-sweatpants-7d44/
Aerie,M,$14.00,cargo pants,https://media-photos.depop.com/b1/49928638/3693498345_75bd01c7a12a47ebb795cb5f0d272052/P0.jpg,https://www.depop.com/products/edmahq1109-blue-wide-leg-aerie-sweatpants-da93/
Dickies,M,$16.00,cargo pants,https://media-photos.depop.com/b1/301862134/3664342425_2c453d4f37e64cc3b75958c44ab13e9f/P0.jpg,https://www.depop.com/products/wow_iannah-dickies-cargo-jogger-pants-gray-5481/
Other,S,$6.00,cargo pants,https://media-photos.depop.com/r1/8325458/3688898212_69bb736d60d841f1ab81a69a2993e91b/P0.jpg,https://www.depop.com/products/aneajelsema-viral-black-cargo-sweatpants-with-93dd/
Garage,S,$14.00,cargo pants,https://media-photos.depop.com/b1/48028985/3677381361_f2db8e99e3de40aea4060ca8c76b20b1/P0.jpg,https://www.depop.com/products/kmmcldsett-garage-dark-grey-cargo-sweatpants-5a12/
Hot Topic,L,$5.00,band tee,https://media-photos.depop.com/b1/394293676/3672279252_5c0b3c0f93a64b39b874255424421491/P0.jpg,https://www.depop.com/products/r_s9govia-pierce-the-veil-black-band-bb4f/
Other,M,$12.00,band tee,https://media-photos.depop.com/b1/9235416/3694276396_e9a63c491f594f2dbd9fc564cd31f4c2/P0.jpg,https://www.depop.com/products/grovestpeetkilla-white-fleetwood-mac-rumors-band-3ca3/
Brandy Melville,One size,$6.00,band tee,https://media-photos.depop.com/r1/22173944/3695497024_6fe594887fbd43ecbdb2ffb8821e279d/P0.jpg,https://www.depop.com/products/carlyteoughh-brandy-radio-silence-black-band-b32a/
Tultex,L,$10.00,band tee,https://media-photos.depop.com/b1/242946713/3693631181_9f28ecdac08d408f87ae6ec5ffdd3b28/P0.jpg,https://www.depop.com/products/kyto33-black-circa-survive-graphic-band-7776/
Hanes,XL,$15.00,band tee,https://media-photos.depop.com/b1/30371559/3689664029_76d5b12bc50945b58670b1588963f323/P0.jpg,https://www.depop.com/products/definitefane-2017-slayer-metal-band-tour-95c6/
Other,S,$5.00,band tee,https://media-photos.depop.com/b1/390948090/3692645079_ccf8a529b0744299b7e04f90e1d9b6ff/P0.jpg,https://www.depop.com/products/mak_camm-pantera-band-t-shirt-says-d586/
Fruit of the Loom,M,$10.00,band tee,https://media-photos.depop.com/b1/293070849/3547587473_0c68ecb684114dfcb78d9ac8c75c56d7/P0.jpg,https://www.depop.com/products/revadppp-haste-the-day-band-tee-f39f/
Urban Outfitters,S,$7.00,band tee,https://media-photos.depop.com/b1/34075730/3689516250_f505a5d5418f4fc3bcec2fb59cd54803/P0.jpg,https://www.depop.com/products/sav_sap_-urban-outfitters-def-leppard-distressed-87ee/
Other,XL,$12.00,band tee,https://media-photos.depop.com/b1/407411198/3693536486_481d0033ab3246d39c55a090ea23f650/P0.jpg,https://www.depop.com/products/liliapaulin8flood-blue-baggy-weezer-band-tee-36a9/
Gildan,L,$17.00,band tee,https://media-photos.depop.com/b1/33525876/3693879543_6e0245d62dc140bdb9c8ec45a608b4bf/P0.jpg,https://www.depop.com/products/mireles_v3ntage-rage-against-the-machine-black-8ecc/
Other,S,$7.00,band tee,https://media-photos.depop.com/b1/240254461/3693864557_47253cc1327c4effa191e0ebcfaffcc6/P0.jpg,https://www.depop.com/products/luxhuxxey-queens-of-the-stone-age-3cc4/
Ghost,L,$5.00,band tee,https://media-photos.depop.com/b1/13898410/3693046001_114aec33d03b4ce5800b897b7679b997/P0.jpg,https://www.depop.com/products/kimberlgdawnn-grey-ghost-band-tee-size-7ab2/
Other,XL,$15.00,band tee,https://media-photos.depop.com/b1/35199755/3612205367_438db1d42177433fbdf6a4f2848519a8/P0.jpg,https://www.depop.com/products/loganthrif9s-avenged-sevenfold-almost-critically-acclaimed-1af8/
Gildan,M,$15.00,band tee,https://media-photos.depop.com/b1/495064501/3694414558_1ab8f8b28673449fb439878bc8fd307e/P0.jpg,https://www.depop.com/products/johannclose1_eme-dagger-mouth-black-band-tee-d6c9/
Tultex,M,$5.00,band tee,https://media-photos.depop.com/b1/365243040/3694683213_8716dd6994354449bcf4b80968073e4c/P0.jpg,https://www.depop.com/products/eyer3_-deftones-black-band-tee-rock-7fec/
Other,M,$4.50,band tee,https://media-photos.depop.com/r1/38084014/3689583556_d5e5c23225ce487285b9e8cb3eea10a9/P0.jpg,https://www.depop.com/products/spideycac-grey-the-doors-band-tour-df77/
Other,L,$20.00,band tee,https://media-photos.depop.com/b1/44725135/3695051078_71971023565c4a609b872bdb946fd21f/P0.jpg,https://www.depop.com/products/gettingridofeverythiigcheap-vintage-90s-bayside-hippo-campus-9fe4/
Gildan,S,$5.00,band tee,https://media-photos.depop.com/b1/50247204/3690491395_60a1561b249441e8bac9d6b40c47d3ec/P0.jpg,https://www.depop.com/products/th6skaylie-black-municipal-waste-band-tee-a510/
Other,M,$7.00,band tee,https://media-photos.depop.com/r1/210675109/3700867246_db1acad3047c490b99dfc9686504d404/P0.jpg,https://www.depop.com/products/bgillz779-vintage-steve-miller-band-tie-52e9/
Other,L,$5.00,band tee,https://media-photos.depop.com/r1/51148178/3694609411_471949938ad64090b12e462c3d77f81e/P0.jpg,https://www.depop.com/products/tmlssgalxery-90s-navy-blue-black-311-b9a8/
